STNAME,CTYNAME,POPESTIMATE2018,POPESTIMATE2019,INTERNATIONALMIG2018,DOMESTICMIG2018,NETMIG2018
Hawaii,Kauai County,72168,72293,261,-26,235
Hawaii,Maui County,166972,167417,573,-265,308
Idaho,Idaho,1750536,1787065,122,24020,24142
Idaho,Ada County,468764,481587,26,10332,10358
Idaho,Adams County,4234,4294,1,112,113
Idaho,Bannock County,86674,87808,62,740,802
Idaho,Bear Lake County,6044,6125,2,-1,1
Idaho,Benewah County,9218,9298,1,69,70
Idaho,Bingham County,46129,46811,7,22,29
Idaho,Blaine County,22771,23021,117,173,290
Idaho,Boise County,7655,7831,1,277,278
Idaho,Bonner County,44705,45739,-13,1103,1090
Idaho,Bonneville County,116444,119062,-35,1031,996
Idaho,Boundary County,12016,12245,1,13,14
Idaho,Butte County,2587,2597,0,-3,-3
Idaho,Camas County,1121,1106,0,29,29
Idaho,Canyon County,223236,229849,-90,4966,4876
Idaho,Caribou County,7037,7155,7,2,9
Idaho,Cassia County,23791,24030,3,-55,-52
Idaho,Clark County,851,845,2,-38,-36
Idaho,Clearwater County,8758,8756,0,144,144
Idaho,Custer County,4250,4315,0,117,117
Idaho,Elmore County,27362,27511,6,212,218
Idaho,Franklin County,13704,13876,-15,154,139
Idaho,Fremont County,13155,13099,4,-45,-41
Idaho,Gem County,17587,18112,-1,267,266
Idaho,Gooding County,15116,15179,0,-72,-72
Idaho,Idaho County,16476,16667,1,150,151
Idaho,Jefferson County,29405,29871,-1,630,629
Idaho,Jerome County,24066,24412,93,-26,67
Idaho,Kootenai County,161209,165697,-118,3694,3576
Idaho,Latah County,39829,40108,49,-169,-120
Idaho,Lemhi County,7932,8027,-4,120,116
Idaho,Lewis County,3832,3838,3,-49,-46
Idaho,Lincoln County,5398,5366,22,-29,-7
Idaho,Madison County,39261,39907,-13,-1077,-1090
Idaho,Minidoka County,20719,21039,2,-127,-125
Idaho,Nez Perce County,40256,40408,-20,0,-20
Idaho,Oneida County,4462,4531,-3,57,54
Idaho,Owyhee County,11669,11823,-5,18,13
Idaho,Payette County,23507,23951,-34,297,263
Idaho,Power County,7700,7681,-1,50,49
Idaho,Shoshone County,12790,12882,6,273,279
Idaho,Teton County,11651,12142,14,83,97
Idaho,Twin Falls County,86029,86878,67,161,228
Idaho,Valley County,11021,11392,-14,327,313
Idaho,Washington County,10115,10194,-8,88,80
Illinois,Illinois,12723071,12671821,20260,-113699,-93439
Illinois,Adams County,65623,65435,18,-390,-372
Illinois,Alexander County,6041,5761,0,-225,-225
Illinois,Bond County,16637,16426,4,18,22
Illinois,Boone County,53480,53544,2,-133,-131
Illinois,Brown County,6563,6578,5,-54,-49
Illinois,Bureau County,32959,32628,17,-145,-128
Illinois,Calhoun County,4829,4739,1,-21,-20
Illinois,Carroll County,14314,14305,2,-112,-110
Illinois,Cass County,12312,12147,54,-278,-224
Illinois,Champaign County,209918,209689,1633,-3078,-1445
Illinois,Christian County,32653,32304,-1,-279,-280
Illinois,Clark County,15600,15441,-3,-184,-187
Illinois,Clay County,13266,13184,1,1,2
Illinois,Clinton County,37697,37562,-2,21,19
Illinois,Coles County,50829,50621,50,-538,-488
Illinois,Cook County,5171960,5150233,12490,-63118,-50628
Illinois,Crawford County,18830,18667,1,-121,-120
Illinois,Cumberland County,10804,10766,0,-68,-68
Illinois,DeKalb County,104349,104897,197,-553,-356
Illinois,De Witt County,15794,15638,0,-84,-84
Illinois,Douglas County,19458,19465,-3,-220,-223
Illinois,DuPage County,927247,922921,2114,-9081,-6967
Illinois,Edgar County,17360,17161,5,-4,1
Illinois,Edwards County,6387,6395,0,-86,-86
Illinois,Effingham County,34181,34008,11,-52,-41
Illinois,Fayette County,21368,21336,-2,-158,-160
Illinois,Ford County,13212,12961,2,-33,-31
Illinois,Franklin County,38695,38469,-2,-248,-250
Illinois,Fulton County,34830,34340,13,-142,-129
Illinois,Gallatin County,5045,4828,0,22,22
Illinois,Greene County,13065,12969,1,-88,-87
Illinois,Grundy County,50973,51054,8,179,187
Illinois,Hamilton County,8148,8116,-1,-11,-12
Illinois,Hancock County,17828,17708,1,-105,-104
Illinois,Hardin County,3893,3821,0,7,7
Illinois,Henderson County,6697,6646,1,-88,-87
Illinois,Henry County,49069,48913,0,-120,-120
Illinois,Iroquois County,27484,27114,-2,-212,-214
Illinois,Jackson County,57289,56750,181,-921,-740
Illinois,Jasper County,9624,9610,12,51,63
Illinois,Jefferson County,37708,37684,25,-367,-342
Illinois,Jersey County,21795,21773,20,-70,-50
Illinois,Jo Daviess County,21331,21235,-9,-88,-97
Illinois,Johnson County,12423,12417,-1,62,61
Illinois,Kane County,532720,532403,21,-2468,-2447
Illinois,Kankakee County,109953,109862,32,-688,-656
Illinois,Kendall County,127717,128990,106,505,611
Illinois,Knox County,49978,49699,77,-586,-509
Illinois,Lake County,699587,696535,688,-6276,-5588
Illinois,LaSalle County,109159,108669,29,-279,-250
Illinois,Lawrence County,15813,15678,4,-168,-164
Illinois,Lee County,34296,34096,7,-217,-210
Illinois,Livingston County,35714,35648,32,-396,-364
Illinois,Logan County,28912,28618,13,-73,-60
Illinois,McDonough County,29984,29682,77,-417,-340
Illinois,McHenry County,308251,307774,20,-489,-469
Illinois,McLean County,172410,171517,568,-1567,-999
Illinois,Macon County,104504,104009,34,-977,-943
Illinois,Macoupin County,45318,44926,3,-96,-93
Illinois,Madison County,264026,262966,4,-1150,-1146
Illinois,Marion County,37381,37205,10,-292,-282
Illinois,Marshall County,11483,11438,1,-121,-120
Illinois,Mason County,13533,13359,0,-77,-77
Illinois,Massac County,14023,13772,-3,-204,-207
Illinois,Menard County,12289,12196,-4,20,16
Illinois,Mercer County,15551,15437,0,6,6
Illinois,Monroe County,34373,34637,0,159,159
Illinois,Montgomery County,28691,28414,0,-41,-41
Illinois,Morgan County,34027,33658,44,-220,-176
Illinois,Moultrie County,14648,14501,3,-43,-40
Illinois,Ogle County,50781,50643,5,-185,-180
Illinois,Peoria County,180620,179179,258,-2882,-2624
Illinois,Perry County,21144,20916,4,-109,-105
Illinois,Piatt County,16366,16344,-1,-80,-81
Illinois,Pike County,15595,15561,-1,-71,-72
Illinois,Pope County,4184,4177,0,24,24
Illinois,Pulaski County,5434,5335,2,-94,-92
Illinois,Putnam County,5736,5739,0,34,34
Illinois,Randolph County,32177,31782,8,-95,-87
Illinois,Richland County,15695,15513,1,-104,-103
Illinois,Rock Island County,142621,141879,312,-1551,-1239
Illinois,St. Clair County,261360,259686,6,-1747,-1741
Illinois,Saline County,23789,23491,-2,-110,-112
Illinois,Sangamon County,195639,194672,201,-1816,-1615
Illinois,Schuyler County,6870,6768,6,-58,-52
Illinois,Scott County,4927,4951,6,-47,-41
Illinois,Shelby County,21726,21634,0,-16,-16
Illinois,Stark County,5418,5342,2,-27,-25
Illinois,Stephenson County,44797,44498,23,-146,-123
Illinois,Tazewell County,132450,131803,74,-1114,-1040
Illinois,Union County,16832,16653,-1,-92,-93
Illinois,Vermilion County,76702,75758,18,-1021,-1003
Illinois,Wabash County,11523,11520,34,-66,-32
Illinois,Warren County,16992,16844,36,-212,-176
Illinois,Washington County,13999,13887,5,38,43
Illinois,Wayne County,16326,16215,3,-98,-95
Illinois,White County,13618,13537,1,-204,-203
Illinois,Whiteside County,55553,55175,-9,-274,-283
Illinois,Will County,691149,690743,223,-2159,-1936
Illinois,Williamson County,66982,66597,37,-58,-21
Illinois,Winnebago County,283630,282572,394,-1861,-1467
Illinois,Woodford County,38527,38459,6,-229,-223
Indiana,Indiana,6695497,6732219,14959,4044,19003
Indiana,Adams County,35595,35777,8,-198,-190
Indiana,Allen County,375079,379299,757,685,1442
Indiana,Bartholomew County,82722,83779,621,-440,181
Indiana,Benton County,8653,8748,1,4,5
Indiana,Blackford County,11924,11758,10,-67,-57
Indiana,Boone County,66930,67843,81,810,891
Indiana,Brown County,15230,15092,-3,279,276
Indiana,Carroll County,20188,20257,16,58,74
Indiana,Cass County,37895,37689,123,-97,26
Indiana,Clark County,117280,118302,69,415,484
Indiana,Clay County,26175,26225,1,5,6
Indiana,Clinton County,32192,32399,28,-80,-52
Indiana,Crawford County,10594,10577,5,45,50
Indiana,Daviess County,33278,33351,30,-115,-85
Indiana,Dearborn County,49482,49458,-8,-84,-92
Indiana,Decatur County,26725,26559,17,43,60
Indiana,DeKalb County,43208,43475,-9,296,287
Indiana,Delaware County,114297,114135,193,-1004,-811
Indiana,Dubois County,42674,42736,101,-120,-19
Indiana,Elkhart County,205617,206341,228,-238,-10
Indiana,Fayette County,23076,23102,15,-42,-27
Indiana,Floyd County,77834,78522,62,669,731
Indiana,Fountain County,16390,16346,3,-37,-34
Indiana,Franklin County,22706,22758,6,-62,-56
Indiana,Fulton County,20053,19974,-1,61,60
Indiana,Gibson County,33610,33659,65,-192,-127
Indiana,Grant County,66039,65769,34,-250,-216
Indiana,Greene County,32059,31922,4,-67,-63
Indiana,Hamilton County,330311,338011,885,4472,5357
Indiana,Hancock County,76478,78168,31,1252,1283
Indiana,Harrison County,40214,40515,20,398,418
Indiana,Hendricks County,166908,170311,302,2430,2732
Indiana,Henry County,48131,47972,4,111,115
Indiana,Howard County,82257,82544,37,13,50
Indiana,Huntington County,36243,36520,20,-31,-11
Indiana,Jackson County,44068,44231,161,-150,11
Indiana,Jasper County,33365,33562,11,-135,-124
Indiana,Jay County,20727,20436,-7,-185,-192
Indiana,Jefferson County,32157,32308,24,121,145
Indiana,Jennings County,27679,27735,-1,-23,-24
Indiana,Johnson County,156093,158167,362,1451,1813
Indiana,Knox County,36596,36594,20,-495,-475
Indiana,Kosciusko County,79416,79456,98,-19,79
Indiana,LaGrange County,39375,39614,0,-334,-334
Indiana,Lake County,484440,485493,308,-898,-590
Indiana,LaPorte County,109981,109888,42,20,62
Indiana,Lawrence County,45630,45370,5,114,119
Indiana,Madison County,129573,129569,82,157,239
Indiana,Marion County,958700,964582,4813,-2621,2192
Indiana,Marshall County,46296,46258,55,-329,-274
Indiana,Martin County,10219,10255,-1,19,18
Indiana,Miami County,35646,35516,28,-227,-199
Indiana,Monroe County,147230,148431,1217,-931,286
Indiana,Montgomery County,38274,38338,44,-153,-109
Indiana,Morgan County,70137,70489,44,178,222
Indiana,Newton County,13986,13984,25,-48,-23
Indiana,Noble County,47543,47744,15,4,19
Indiana,Ohio County,5879,5875,8,24,32
Indiana,Orange County,19548,19646,15,85,100
Indiana,Owen County,20862,20799,5,104,109
Indiana,Parke County,16978,16937,5,7,12
Indiana,Perry County,19077,19169,-1,96,95
Indiana,Pike County,12388,12389,11,80,91
Indiana,Porter County,169488,170389,102,912,1014
Indiana,Posey County,25554,25427,4,-28,-24
Indiana,Pulaski County,12492,12353,14,-42,-28
Indiana,Putnam County,37486,37576,40,77,117
Indiana,Randolph County,24806,24665,9,-116,-107
Indiana,Ripley County,28450,28324,9,-18,-9
Indiana,Rush County,16635,16581,7,-12,-5
Indiana,St. Joseph County,270972,271826,842,-772,70
Indiana,Scott County,23784,23873,20,27,47
Indiana,Shelby County,44522,44729,32,124,156
Indiana,Spencer County,20385,20277,-3,-44,-47
Indiana,Starke County,22951,22995,-2,16,14
Indiana,Steuben County,34487,34594,16,97,113
Indiana,Sullivan County,20696,20669,-2,2,0
Indiana,Switzerland County,10731,10751,13,28,41
Indiana,Tippecanoe County,193817,195732,2064,-474,1590
Indiana,Tipton County,15112,15148,7,-12,-5
Indiana,Union County,7029,7054,-10,-114,-124
Indiana,Vanderburgh County,181120,181451,216,-253,-37
Indiana,Vermillion County,15510,15498,17,37,54
Indiana,Vigo County,107367,107038,193,-444,-251
Indiana,Wabash County,31198,30996,10,-69,-59
Indiana,Warren County,8280,8265,4,69,73
Indiana,Warrick County,62474,62998,58,-16,42
Indiana,Washington County,27932,28036,0,148,148
Indiana,Wayne County,66046,65884,79,-110,-31
Indiana,Wells County,28083,28296,32,61,93
Indiana,White County,24133,24102,32,-65,-33
Indiana,Whitley County,34047,33964,12,201,213
Iowa,Iowa,3148618,3155070,2835,-4899,-2064
Iowa,Adair County,7074,7152,3,16,19
Iowa,Adams County,3644,3602,0,-7,-7
Iowa,Allamakee County,13852,13687,16,11,27
Iowa,Appanoose County,12401,12426,0,82,82
Iowa,Audubon County,5471,5496,1,-70,-69
Iowa,Benton County,25625,25645,6,-50,-44
Iowa,Black Hawk County,131723,131228,187,-1190,-1003
Iowa,Boone County,26312,26234,-15,-102,-117
Iowa,Bremer County,24941,25062,23,53,76
Iowa,Buchanan County,21178,21175,3,-20,-17
Iowa,Buena Vista County,19826,19620,36,-480,-444
Iowa,Butler County,14525,14439,6,-3,3
Iowa,Calhoun County,9711,9668,4,-20,-16
Iowa,Carroll County,20153,20165,7,-140,-133
Iowa,Cass County,12948,12836,7,-159,-152
Iowa,Cedar County,18564,18627,-1,69,68
Iowa,Cerro Gordo County,42642,42450,15,-325,-310
Iowa,Cherokee County,11295,11235,3,16,19
Iowa,Chickasaw County,11952,11933,6,-94,-88
Iowa,Clarke County,9502,9395,19,69,88
Iowa,Clay County,16106,16016,4,-71,-67
Iowa,Clayton County,17540,17549,9,-107,-98
Iowa,Clinton County,46437,46429,12,-428,-416
Iowa,Crawford County,17089,16820,37,-87,-50
Iowa,Dallas County,89953,93453,112,1895,2007
Iowa,Davis County,8972,9000,0,-80,-80
Iowa,Decatur County,7890,7870,5,-73,-68
Iowa,Delaware County,17081,17011,5,-113,-108
Iowa,Des Moines County,39149,38967,28,-215,-187
Iowa,Dickinson County,17121,17258,5,15,20
Iowa,Dubuque County,96922,97311,62,-465,-403
Iowa,Emmet County,9277,9208,10,-137,-127
Iowa,Fayette County,19679,19650,13,2,15
Iowa,Floyd County,15752,15642,34,-42,-8
Iowa,Franklin County,10085,10070,6,-65,-59
Iowa,Fremont County,6981,6960,2,38,40
Iowa,Greene County,8965,8888,-1,16,15
Iowa,Grundy County,12272,12232,0,-19,-19
Iowa,Guthrie County,10720,10689,5,64,69
Iowa,Hamilton County,14886,14773,0,-138,-138
Iowa,Hancock County,10710,10630,1,-48,-47
Iowa,Hardin County,16937,16846,10,-115,-105
Iowa,Harrison County,14105,14049,-1,6,5
Iowa,Henry County,20033,19954,20,-60,-40
Iowa,Howard County,9172,9158,-4,-37,-41
Iowa,Humboldt County,9559,9558,5,-27,-22
Iowa,Ida County,6846,6860,1,20,21
Iowa,Iowa County,16155,16184,-2,33,31
Iowa,Jackson County,19427,19439,2,63,65
Iowa,Jasper County,37189,37185,10,171,181
Iowa,Jefferson County,18256,18295,142,-92,50
Iowa,Johnson County,150549,151140,488,-320,168
Iowa,Jones County,20673,20681,10,32,42
Iowa,Keokuk County,10213,10246,4,65,69
Iowa,Kossuth County,14878,14813,5,-79,-74
Iowa,Lee County,33909,33657,-5,-279,-284
Iowa,Linn County,225763,226706,168,249,417
Iowa,Louisa County,11153,11035,16,-97,-81
Iowa,Lucas County,8617,8600,-2,65,63
Iowa,Lyon County,11815,11755,5,-42,-37
Iowa,Madison County,16206,16338,3,196,199
Iowa,Mahaska County,22018,22095,15,-245,-230
Iowa,Marion County,33259,33253,4,147,151
Iowa,Marshall County,39888,39369,34,-284,-250
Iowa,Mills County,15068,15109,3,-4,-1
Iowa,Mitchell County,10571,10586,1,21,22
Iowa,Monona County,8659,8615,0,-28,-28
Iowa,Monroe County,7768,7707,4,-25,-21
Iowa,Montgomery County,9961,9917,1,-101,-100
Iowa,Muscatine County,42874,42664,79,-233,-154
Iowa,O'Brien County,13798,13753,1,36,37
Iowa,Osceola County,6028,5958,2,-1,1
Iowa,Page County,15229,15107,1,57,58
Iowa,Palo Alto County,8903,8886,12,-156,-144
Iowa,Plymouth County,25024,25177,17,-79,-62
Iowa,Pocahontas County,6714,6619,0,-96,-96
Iowa,Polk County,485833,490161,381,1686,2067
Iowa,Pottawattamie County,93264,93206,-9,-322,-331
Iowa,Poweshiek County,18467,18504,9,166,175
Iowa,Ringgold County,4940,4894,1,-67,-66
Iowa,Sac County,9705,9721,0,-63,-63
Iowa,Scott County,172803,172943,95,-318,-223
Iowa,Shelby County,11559,11454,-1,18,17
Iowa,Sioux County,34802,34855,24,-262,-238
Iowa,Story County,96781,97117,369,-1208,-839
Iowa,Tama County,16869,16854,3,-185,-182
Iowa,Taylor County,6160,6121,1,55,56
Iowa,Union County,12298,12241,4,-153,-149
Iowa,Van Buren County,7013,7044,0,-145,-145
Iowa,Wapello County,34991,34969,87,-129,-42
Iowa,Warren County,51014,51466,1,781,782
Iowa,Washington County,22058,21965,-1,-195,-196
Iowa,Wayne County,6405,6441,0,-89,-89
Iowa,Webster County,36339,35904,29,-360,-331
Iowa,Winnebago County,10539,10354,1,-36,-35
Iowa,Winneshiek County,20017,19991,4,-128,-124
Iowa,Woodbury County,102515,103107,102,-197,-95
Iowa,Worth County,7413,7381,0,-41,-41
Iowa,Wright County,12690,12562,11,-66,-55
Kansas,Kansas,2911359,2913314,4053,-11564,-7511
Kansas,Allen County,12501,12369,8,-40,-32
Kansas,Anderson County,7848,7858,-4,13,9
Kansas,Atchison County,16173,16073,-2,-130,-132
Kansas,Barber County,4465,4427,1,-107,-106
Kansas,Barton County,26057,25779,4,-326,-322
Kansas,Bourbon County,14542,14534,9,-70,-61
Kansas,Brown County,9610,9564,-1,-1,-2
Kansas,Butler County,66833,66911,25,-179,-154
Kansas,Chase County,2600,2648,0,-44,-44
Kansas,Chautauqua County,3304,3250,0,0,0
Kansas,Cherokee County,20035,19939,10,-47,-37
Kansas,Cheyenne County,2645,2657,2,-35,-33
Kansas,Clark County,1994,1994,0,3,3
Kansas,Clay County,8003,8002,1,-17,-16
Kansas,Cloud County,8734,8786,5,-170,-165
Kansas,Coffey County,8232,8179,1,-4,-3
Kansas,Comanche County,1736,1700,-1,-14,-15
Kansas,Cowley County,35149,34908,19,-143,-124
Kansas,Crawford County,38911,38818,84,-165,-81
Kansas,Decatur County,2860,2827,4,-2,2
Kansas,Dickinson County,18682,18466,1,-131,-130
Kansas,Doniphan County,7658,7600,0,21,21
Kansas,Douglas County,121109,122259,395,33,428
Kansas,Edwards County,2820,2798,2,-47,-45
Kansas,Elk County,2484,2530,0,-13,-13
Kansas,Ellis County,28646,28553,58,-197,-139
Kansas,Ellsworth County,6163,6102,2,-102,-100
Kansas,Finney County,36528,36467,102,-718,-616
Kansas,Ford County,33877,33619,238,-916,-678
Kansas,Franklin County,25625,25544,9,-70,-61
Kansas,Geary County,32777,31670,-59,-1591,-1650
Kansas,Gove County,2611,2636,2,-17,-15
Kansas,Graham County,2475,2482,3,5,8
Kansas,Grant County,7294,7150,-5,-250,-255
Kansas,Gray County,6076,5988,16,-5,11
Kansas,Greeley County,1229,1232,2,-10,-8
Kansas,Greenwood County,6011,5982,0,-29,-29
Kansas,Hamilton County,2600,2539,15,-39,-24
Kansas,Harper County,5508,5436,2,-40,-38
Kansas,Harvey County,34183,34429,37,-234,-197
Kansas,Haskell County,3990,3968,2,-62,-60
Kansas,Hodgeman County,1822,1794,6,-34,-28
Kansas,Jackson County,13270,13171,-3,-72,-75
Kansas,Jefferson County,18856,19043,-2,-61,-63
Kansas,Jewell County,2845,2879,0,-10,-10
Kansas,Johnson County,598127,602401,1009,2574,3583
Kansas,Kearny County,3941,3838,5,-34,-29
Kansas,Kingman County,7220,7152,-1,32,31
Kansas,Kiowa County,2489,2475,1,-1,0
Kansas,Labette County,19906,19618,1,-238,-237
Kansas,Lane County,1546,1535,0,16,16
Kansas,Leavenworth County,81497,81758,34,5,39
Kansas,Lincoln County,2998,2962,0,-28,-28
Kansas,Linn County,9771,9703,0,84,84
Kansas,Logan County,2812,2794,0,-13,-13
Kansas,Lyon County,33300,33195,45,-102,-57
Kansas,McPherson County,28528,28542,0,-96,-96
Kansas,Marion County,11923,11884,5,-4,1
Kansas,Marshall County,9715,9707,3,23,26
Kansas,Meade County,4098,4033,6,-142,-136
Kansas,Miami County,33737,34237,12,220,232
Kansas,Mitchell County,6110,5979,2,-31,-29
Kansas,Montgomery County,32091,31829,64,-289,-225
Kansas,Morris County,5557,5620,8,69,77
Kansas,Morton County,2693,2587,3,-76,-73
Kansas,Nemaha County,10125,10231,5,9,14
Kansas,Neosho County,16025,16007,38,-117,-79
Kansas,Ness County,2796,2750,7,-38,-31
Kansas,Norton County,5419,5361,1,0,1
Kansas,Osage County,15938,15949,3,136,139
Kansas,Osborne County,3459,3421,1,-74,-73
Kansas,Ottawa County,5752,5704,0,-31,-31
Kansas,Pawnee County,6573,6414,-1,-89,-90
Kansas,Phillips County,5276,5234,0,-82,-82
Kansas,Pottawatomie County,24209,24383,6,99,105
Kansas,Pratt County,9340,9164,4,-163,-159
Kansas,Rawlins County,2502,2530,7,12,19
Kansas,Reno County,62331,61998,38,-315,-277
Kansas,Republic County,4652,4636,5,5,10
Kansas,Rice County,9483,9537,7,-81,-74
Kansas,Riley County,74712,74232,322,-58,264
Kansas,Rooks County,4995,4920,0,-46,-46
Kansas,Rush County,3056,3036,0,20,20
Kansas,Russell County,6902,6856,-7,-1,-8
Kansas,Saline County,54387,54224,7,-244,-237
Kansas,Scott County,4909,4823,-3,-36,-39
Kansas,Sedgwick County,513484,516042,601,-2542,-1941
Kansas,Seward County,21902,21428,106,-748,-642
Kansas,Shawnee County,177290,176875,151,-1072,-921
Kansas,Sheridan County,2522,2521,2,-12,-10
Kansas,Sherman County,5917,5917,-1,-44,-45
Kansas,Smith County,3590,3583,0,-29,-29
Kansas,Stafford County,4162,4156,0,-28,-28
Kansas,Stanton County,2025,2006,10,-45,-35
Kansas,Stevens County,5536,5485,23,-59,-36
Kansas,Sumner County,23019,22836,8,-103,-95
Kansas,Thomas County,7710,7777,11,-183,-172
Kansas,Trego County,2797,2803,2,-39,-37
Kansas,Wabaunsee County,6912,6931,2,45,47
Kansas,Wallace County,1489,1518,0,-39,-39
Kansas,Washington County,5450,5406,3,-31,-28
Kansas,Wichita County,2112,2119,0,-28,-28
Kansas,Wilson County,8666,8525,1,-38,-37
Kansas,Woodson County,3184,3138,0,49,49
Kansas,Wyandotte County,165321,165429,509,-1426,-917
Kentucky,Kentucky,4461153,4467673,895,226,1121
Kentucky,Adair County,19199,19202,-1,-58,-59
Kentucky,Allen County,21122,21315,1,218,219
Kentucky,Anderson County,22641,22747,5,79,84
Kentucky,Ballard County,7992,7888,0,-3,-3
Kentucky,Barren County,44115,44249,0,303,303
Kentucky,Bath County,12444,12500,-2,8,6
Kentucky,Bell County,26487,26032,5,-316,-311
Kentucky,Boone County,131901,133581,15,111,126
Kentucky,Bourbon County,20116,19788,-3,38,35
Kentucky,Boyd County,47292,46718,-11,-396,-407
Kentucky,Boyle County,30082,30060,-2,124,122
Kentucky,Bracken County,8278,8303,2,-18,-16
Kentucky,Breathitt County,12787,12630,0,-142,-142
Kentucky,Breckinridge County,20309,20477,9,182,191
Kentucky,Bullitt County,81009,81676,-8,614,606
Kentucky,Butler County,12743,12879,3,-46,-43
Kentucky,Caldwell County,12716,12747,-1,51,50
Kentucky,Calloway County,38964,39001,12,154,166
Kentucky,Campbell County,93464,93584,14,291,305
Kentucky,Carlisle County,4739,4760,0,-62,-62
Kentucky,Carroll County,10712,10631,0,-21,-21
Kentucky,Carter County,27040,26797,3,-170,-167
Kentucky,Casey County,15926,16159,-2,110,108
Kentucky,Christian County,70712,70461,-126,-886,-1012
Kentucky,Clark County,36180,36263,-11,260,249
Kentucky,Clay County,20088,19901,9,-173,-164
Kentucky,Clinton County,10152,10218,-2,-36,-38
Kentucky,Crittenden County,8896,8806,-2,-87,-89
Kentucky,Cumberland County,6693,6614,0,14,14
Kentucky,Daviess County,100883,101511,40,110,150
Kentucky,Edmonson County,12249,12150,-5,54,49
Kentucky,Elliott County,7499,7517,0,-3,-3
Kentucky,Estill County,14150,14106,1,19,20
Kentucky,Fayette County,322426,323152,296,-1349,-1053
Kentucky,Fleming County,14485,14581,0,2,2
Kentucky,Floyd County,35896,35589,0,-286,-286
Kentucky,Franklin County,50801,50991,26,215,241
Kentucky,Fulton County,6066,5969,0,-70,-70
Kentucky,Gallatin County,8766,8869,0,37,37
Kentucky,Garrard County,17519,17666,-2,51,49
Kentucky,Grant County,25065,25069,-14,-19,-33
Kentucky,Graves County,37319,37266,49,2,51
Kentucky,Grayson County,26293,26427,-1,60,59
Kentucky,Green County,10998,10941,0,-8,-8
Kentucky,Greenup County,35332,35098,-3,-78,-81
Kentucky,Hancock County,8738,8722,0,-51,-51
Kentucky,Hardin County,110279,110958,-3,1579,1576
Kentucky,Harlan County,26309,26010,0,-256,-256
Kentucky,Harrison County,18780,18886,-2,30,28
Kentucky,Hart County,18902,19035,-1,83,82
Kentucky,Henderson County,45512,45210,-5,-403,-408
Kentucky,Henry County,16061,16126,0,90,90
Kentucky,Hickman County,4431,4380,0,-74,-74
Kentucky,Hopkins County,45024,44686,7,-255,-248
Kentucky,Jackson County,13403,13329,-1,19,18
Kentucky,Jefferson County,768101,766757,511,-4036,-3525
Kentucky,Jessamine County,53757,54115,35,307,342
Kentucky,Johnson County,22391,22188,-4,-109,-113
Kentucky,Kenton County,166292,166998,-18,-104,-122
Kentucky,Knott County,15076,14806,-2,-115,-117
Kentucky,Knox County,31300,31145,-4,-148,-152
Kentucky,Larue County,14299,14398,-3,90,87
Kentucky,Laurel County,60660,60813,-9,302,293
Kentucky,Lawrence County,15583,15317,9,-144,-135
Kentucky,Lee County,7052,7403,-1,465,464
Kentucky,Leslie County,10151,9877,-1,-109,-110
Kentucky,Letcher County,21813,21553,1,-397,-396
Kentucky,Lewis County,13268,13275,-1,-87,-88
Kentucky,Lincoln County,24612,24549,-1,72,71
Kentucky,Livingston County,9244,9194,0,12,12
Kentucky,Logan County,26983,27102,-3,-45,-48
Kentucky,Lyon County,8171,8210,-3,-48,-51
Kentucky,McCracken County,65307,65418,-11,-18,-29
Kentucky,McCreary County,17290,17231,-4,-55,-59
Kentucky,McLean County,9258,9207,0,48,48
Kentucky,Madison County,92107,92987,1,787,788
Kentucky,Magoffin County,12323,12161,1,-159,-158
Kentucky,Marion County,19326,19273,-4,31,27
Kentucky,Marshall County,31202,31100,0,-5,-5
Kentucky,Martin County,11325,11195,-1,-126,-127
Kentucky,Mason County,17080,17070,11,-120,-109
Kentucky,Meade County,28623,28572,-27,609,582
Kentucky,Menifee County,6437,6489,0,0,0
Kentucky,Mercer County,21702,21933,6,173,179
Kentucky,Metcalfe County,10070,10071,-1,-27,-28
Kentucky,Monroe County,10732,10650,-2,136,134
Kentucky,Montgomery County,28109,28157,-10,157,147
Kentucky,Morgan County,13372,13309,1,160,161
Kentucky,Muhlenberg County,30811,30622,-2,-75,-77
Kentucky,Nelson County,45813,46233,-7,107,100
Kentucky,Nicholas County,7195,7269,0,44,44
Kentucky,Ohio County,24064,23994,-7,-68,-75
Kentucky,Oldham County,66512,66799,-1,-210,-211
Kentucky,Owen County,10881,10901,0,92,92
Kentucky,Owsley County,4474,4415,0,64,64
Kentucky,Pendleton County,14588,14590,3,-31,-28
Kentucky,Perry County,26208,25758,4,-299,-295
Kentucky,Pike County,58492,57876,-2,-233,-235
Kentucky,Powell County,12371,12359,2,107,109
Kentucky,Pulaski County,64584,64979,-2,322,320
Kentucky,Robertson County,2130,2108,0,12,12
Kentucky,Rockcastle County,16823,16695,0,73,73
Kentucky,Rowan County,24503,24460,-5,-52,-57
Kentucky,Russell County,17790,17923,7,95,102
Kentucky,Scott County,55968,57004,6,908,914
Kentucky,Shelby County,48059,49024,23,645,668
Kentucky,Simpson County,18403,18572,3,341,344
Kentucky,Spencer County,19021,19351,10,323,333
Kentucky,Taylor County,25514,25769,7,-68,-61
Kentucky,Todd County,12306,12294,4,77,81
Kentucky,Trigg County,14658,14651,-1,247,246
Kentucky,Trimble County,8468,8471,-1,-51,-52
